,date,comment,counter,title,description,link
139,20180928,* Sie sprechen durcheinander. *,2,Doppelrücktritt – Bremse fürs EU-Dossier?,Bundesrat Johann Schneider-Ammann tritt zurück! Bundesrätin Doris Leuthard tritt zurück! Bundesbern ist in einer turbulenten Phase. Gibt es am Freitag trotzdem einen wegweisenden Entscheid zum Rahmenabkommen? Oder sind damit die Verhandlungen mit der EU langfristig blockiert?,https://www.srf.ch/sendungen/arena/doppelruecktritt-bremse-fuers-eu-dossier
140,20161216,"* ""Stille Nacht"" auf Blockflöte *",2,Schöne Bescherung,"Rund ums Jahr streiten Politiker in der «Arena». Diesen Freitag aber wird nicht gegeneinander, sondern miteinander diskutiert – und zwar über Weihnachten. Ist das heute noch ein religiöses Fest? Oder heisst Weihnachten nur noch: Wir essen, wir trinken – und wir huldigen dem Gott des Konsums?",https://www.srf.ch/sendungen/arena/schoene-bescherung
141,20170421,* Applaus *,2,Ü50 - chancenlos?,"Den Job zu verlieren – der Albtraum jedes Arbeitnehmenden. Eine Altersgruppe trifft es besonders hart: Arbeitslose über 50 finden kaum mehr eine neue Stelle. Weshalb verzichten Firmen auf erfahrene Arbeitskräfte? Und: Was müssen Betroffene machen, um wieder attraktiver für die Unternehmen zu werden?",https://www.srf.ch/sendungen/arena/ue50-chancenlos
142,20170331,* Lachen *,2,"Klick, Like, Hass","Beleidigungen, Ehrverletzungen, Morddrohungen – im Internet gehört das zur Tagesordnung. Bürger und Politiker sind betroffen. Haben wir den Anstand verloren? Verroht nun auch die Politik? Und: Woher kommt diese neue Lust am Hass?",https://www.srf.ch/sendungen/arena/klick-like-hass
143,20170310,* Sie sprechen durcheinander. *,2,Sollte die nicht bei den Kindern sein?,"Wieso ist die nicht bei ihren Kindern? Das hören viele Frauen, die wie Christa Rigozzi bald nach der Geburt wieder arbeiten. Zum Frauentag fragt die «Arena»: Sind Frauen heute gleichberechtigt? Wieso gibt es so wenige Chefinnen? Und umgekehrt: Hat nicht auch die traditionelle Familie ihre Vorteile?",https://www.srf.ch/sendungen/arena/sollte-die-nicht-bei-den-kindern-sein
144,20170310,* Applaus *,2,Sollte die nicht bei den Kindern sein?,"Wieso ist die nicht bei ihren Kindern? Das hören viele Frauen, die wie Christa Rigozzi bald nach der Geburt wieder arbeiten. Zum Frauentag fragt die «Arena»: Sind Frauen heute gleichberechtigt? Wieso gibt es so wenige Chefinnen? Und umgekehrt: Hat nicht auch die traditionelle Familie ihre Vorteile?",https://www.srf.ch/sendungen/arena/sollte-die-nicht-bei-den-kindern-sein
145,20170303,* Lachen *,2,Rentenreform auf der Kippe?,"Es braucht eine Rentenreform – darin sind sich fast alle Politiker einig. Der Grund: Wir leben immer länger, die aktive Generation zahlt für immer mehr Ältere. Nur: Wie soll die Reform aussehen? Und: Wie kann das Stimmvolk davon überzeugt werden, dass es mehr für seine Vorsorge zahlen soll?",https://www.srf.ch/sendungen/arena/rentenreform-auf-der-kippe
146,20180907,* Applaus *,2,Schweizer Waffen in Bürgerkriegsländer?,"Der Bundesrat will die Exportbestimmungen für Kriegsmaterial lockern. Befürworter sagen, dies sei nötig für den Erhalt unserer Arbeitsplätze und der Wehrfähigkeit der Schweiz. Gegner warnen vor Missbrauchsgefahr und einem Verrat an Schweizer Werten.",https://www.srf.ch/sendungen/arena/schweizer-waffen-in-buergerkriegslaender
147,20180105,* Sie sprechen durcheinander. *,2,No Billag - jetzt redet das Volk!,Braucht es Radio- und TV-Gebühren? Das ist die dominierende politische Frage im neuen Jahr. Nun greifen die Billag-Zahler in die Debatte ein – in der grossen «Publikumsarena» zu No Billag.,https://www.srf.ch/sendungen/arena/no-billag-jetzt-redet-das-volk
148,20180921,* Lachen *,2,Präsidenten-«Arena»: Politik am Volk vorbei?,"Während beim Rahmenabkommen ein Abschluss in weiter Ferne liegt, hat das Parlament bei Steuerreform, AHV und Waffenrecht Lösungen gefunden. Doch haben diese vor dem Volk Bestand? Oder politisiert Bundesbern am Volk vorbei? Diese Fragen diskutieren die Parteipräsidenten in der «Arena».",https://www.srf.ch/sendungen/arena/praesidenten-arena-politik-am-volk-vorbei
149,20161111,* Applaus *,2,Wieso Trump?,"Wie war diese Wahl möglich? Diese Frage stellen sich viele nach der Kür von Donald Trump zum US-Präsidenten. Ist Trump ein Populist, der dank Hass und Angst gewählt wurde? Oder versteht er einfach das Volk – im Gegensatz zum politischen Establishment, zur «Classe Politique»?",https://www.srf.ch/sendungen/arena/wieso-trump
150,20180914,* Muhen *,1,«Abstimmungs-Arena»: Fair-Food-Initiative,"Isst die Schweiz fair genug? Nein, finden die Initianten der Fair-Food-Initiative. Deshalb wollen sie mehr Lebensmittel, die umwelt- und tierfreundlich sowie unter fairen Arbeitsbedingungen hergestellt werden. Die Gegner der Vorlage warnen vor steigenden Preisen, Bürokratie und Handelskonflikten.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-fair-food-initiative
151,20180914,* Sie sprechen durcheinander. *,1,«Abstimmungs-Arena»: Fair-Food-Initiative,"Isst die Schweiz fair genug? Nein, finden die Initianten der Fair-Food-Initiative. Deshalb wollen sie mehr Lebensmittel, die umwelt- und tierfreundlich sowie unter fairen Arbeitsbedingungen hergestellt werden. Die Gegner der Vorlage warnen vor steigenden Preisen, Bürokratie und Handelskonflikten.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-fair-food-initiative
152,20190215,* Elektronische Musik *,1,Alle Macht den Alten?,"Jahr für Jahr werden wir älter – und zwar nicht nur jede und jeder Einzelne von uns, sondern auch die Schweiz insgesamt. Wo profitieren wir von den älteren Generationen, und wo entwickeln sich Spannungen? Werden die Jungen künftig überstimmt? Werden sie bei der Rente sogar betrogen?",https://www.srf.ch/sendungen/arena/alle-macht-den-alten
153,20180914,* Spannungsgeladene Musik *,1,«Abstimmungs-Arena»: Fair-Food-Initiative,"Isst die Schweiz fair genug? Nein, finden die Initianten der Fair-Food-Initiative. Deshalb wollen sie mehr Lebensmittel, die umwelt- und tierfreundlich sowie unter fairen Arbeitsbedingungen hergestellt werden. Die Gegner der Vorlage warnen vor steigenden Preisen, Bürokratie und Handelskonflikten.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-fair-food-initiative
154,20190208,* Lachen *,1,Heidis Heimatland?,"Es ist Wahljahr – und die Frage stellt sich akuter denn je. Wer sind wir? Ist die Schweiz die Nation der Alphörner und Cervelats, eine Nation mit christlicher Leitkultur? Oder sind wir ein Kleinstaat, dessen Erfolg seit jeher von Offenheit und Austausch geprägt war?",https://www.srf.ch/sendungen/arena/heidis-heimatland
155,20180119,* Applaus *,1,«Abstimmungsarena»: Finanzordnung 2021,"Darf der Bund weiterhin Steuern erheben? Ja, sagt das Parlament einstimmig. Von links bis rechts sind sich alle einig: Der Bund soll weiterhin die direkte Bundes- und die Mehrwertsteuer einziehen, um seine Aufgaben wahrzunehmen. Nur: Ist das gut so? Oder gehören diese Steuern abgeschafft?",https://www.srf.ch/sendungen/arena/abstimmungsarena-finanzordnung-2021
156,20180629,* Applaus *,1,Anpacken statt Kofferpacken!,"Erst die Arbeit, dann das Vergnügen! Das gilt auch für Sie, liebe Politiker. Denn noch sind keine Ferien – wichtige Probleme sind ungelöst. Die Zeit drängt, ob bei den Bilateralen oder der AHV. Und auch die Flüchtlingskrise wird wieder zum Thema.",https://www.srf.ch/sendungen/arena/anpacken-statt-kofferpacken
157,20180323,* Applaus *,1,Sparen bei den Schwächsten?,Die Schraube anziehen bei den Armen – das wollen viele Kantone und der Nationalrat. Sozialhilfe und Ergänzungsleistungen sind unter Druck. Zu Recht? Sind wir zu grosszügig? Oder reicht die staatliche Unterstützung heute schon kaum zum Leben?,https://www.srf.ch/sendungen/arena/sparen-bei-den-schwaechsten
158,20181012,* Zögerlicher Applaus *,1,Fahren wir die Welt an die Wand?,"Der Meeresspiegel steigt, extreme Wetterereignisse häufen sich und Gletscher schmelzen dahin. Schuld daran sei unter anderem die globale Klimaerwärmung, sagt der Weltklimarat. Um diese einzudämmen, müsse man jetzt handeln – und den CO2-Ausstoss drastisch senken. Aber geht das überhaupt?",https://www.srf.ch/sendungen/arena/fahren-wir-die-welt-an-die-wand
159,20190208,* Jodelgesang *,1,Heidis Heimatland?,"Es ist Wahljahr – und die Frage stellt sich akuter denn je. Wer sind wir? Ist die Schweiz die Nation der Alphörner und Cervelats, eine Nation mit christlicher Leitkultur? Oder sind wir ein Kleinstaat, dessen Erfolg seit jeher von Offenheit und Austausch geprägt war?",https://www.srf.ch/sendungen/arena/heidis-heimatland
160,20190208,* Jauchzer und Alphornklänge *,1,Heidis Heimatland?,"Es ist Wahljahr – und die Frage stellt sich akuter denn je. Wer sind wir? Ist die Schweiz die Nation der Alphörner und Cervelats, eine Nation mit christlicher Leitkultur? Oder sind wir ein Kleinstaat, dessen Erfolg seit jeher von Offenheit und Austausch geprägt war?",https://www.srf.ch/sendungen/arena/heidis-heimatland
161,20190111,* Video *,1,Kaltherzige Schweiz?,"Die Schweiz ist eines der reichsten Länder der Welt. Aber auch hier sind Menschen von Armut betroffen. Im Winter heisst das: Wer kein Geld hat für einen warmen Mantel, der friert. Ermöglicht Sozialhilfe heute allen in der Schweiz ein würdiges Leben – oder ist sie zu knapp bemessen?",https://www.srf.ch/sendungen/arena/kaltherzige-schweiz
162,20180302,* Lachen *,1,Bauern auf die Schlachtbank?,Für unsere Bauern könnte es existenzbedrohend sein: Ein Freihandelsabkommen mit den südamerikanischen Mercosur-Staaten. Das behauptet Bauern-Präsident Markus Ritter. Seine Gegner aus der Industrie halten dagegen: Ein Abkommen sei wichtig – und Ritter habe jedes Augenmass verloren. Wer hat Recht?,https://www.srf.ch/sendungen/arena/bauern-auf-die-schlachtbank
163,20181123,* Applaus *,1,Gekaufte Abstimmungen?,"Befürworter wie auch Gegner der Selbstbestimmungs-Initiative geben Millionen von Franken aus, um das Volk zu überzeugen. Kann man Abstimmungen kaufen? Braucht es mehr Transparenz? Welche Rolle spielt Geld überhaupt in der Politik?",https://www.srf.ch/sendungen/arena/gekaufte-abstimmungen
164,20180907,* Lachen *,1,Schweizer Waffen in Bürgerkriegsländer?,"Der Bundesrat will die Exportbestimmungen für Kriegsmaterial lockern. Befürworter sagen, dies sei nötig für den Erhalt unserer Arbeitsplätze und der Wehrfähigkeit der Schweiz. Gegner warnen vor Missbrauchsgefahr und einem Verrat an Schweizer Werten.",https://www.srf.ch/sendungen/arena/schweizer-waffen-in-buergerkriegslaender
165,20181116,* Europäische Hymne *,1,Unser Europarat,Ob beim Referendum gegen Versicherungsdetektive oder bei der aktuellen SVP-Initiative: Alle reden vom Europäischen Gerichtshof für Menschenrechte und vom Europarat. Doch was machen diese zwei überhaupt? Die «Arena» lädt zu einer Diskussion am runden Tisch.,https://www.srf.ch/sendungen/arena/unser-europarat
166,20180928,* Elektronische Klänge *,1,Doppelrücktritt – Bremse fürs EU-Dossier?,Bundesrat Johann Schneider-Ammann tritt zurück! Bundesrätin Doris Leuthard tritt zurück! Bundesbern ist in einer turbulenten Phase. Gibt es am Freitag trotzdem einen wegweisenden Entscheid zum Rahmenabkommen? Oder sind damit die Verhandlungen mit der EU langfristig blockiert?,https://www.srf.ch/sendungen/arena/doppelruecktritt-bremse-fuers-eu-dossier
167,20180525,* Spannungsgeladene Musik *,1,«Abstimmungs-Arena»: Geldspielgesetz,Das neue Geldspielgesetz schien beschlossene Sache – bis Jungparteien von links bis rechts das Referendum dagegen ergriffen. Bundesrätin Simonetta Sommaruga kreuzt in der «Arena» die Klingen mit den Gegnern des Gesetzes. Wovor warnen diese? Und was spricht für das neue Geldspielgesetz?,https://www.srf.ch/sendungen/arena/abstimmungs-arena-geldspielgesetz
168,20181109,* Lachen *,1,«Abstimmungs-Arena»: Selbstbestimmungs-Initiative,Die Abstimmung über die Selbstbestimmungs-Initiative (SBI) der SVP ist die wichtigste Abstimmung seit langem – darin sind Befürworter und Gegner einig. Doch ansonsten gehen die Meinungen weit auseinander. Rettet die SBI unsere Volksrechte? Oder gefährdet sie die Schweiz?,https://www.srf.ch/sendungen/arena/abstimmungs-arena-selbstbestimmungs-initiative
169,20180914,* Lachen *,1,«Abstimmungs-Arena»: Fair-Food-Initiative,"Isst die Schweiz fair genug? Nein, finden die Initianten der Fair-Food-Initiative. Deshalb wollen sie mehr Lebensmittel, die umwelt- und tierfreundlich sowie unter fairen Arbeitsbedingungen hergestellt werden. Die Gegner der Vorlage warnen vor steigenden Preisen, Bürokratie und Handelskonflikten.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-fair-food-initiative
170,20181102,* Spannungsgeladene Musik *,1,«Abstimmungs-Arena»: Hornkuh-Initiative,"Mehr Kühe mit Hörnern – das will die Hornkuh-Initiative. Heute werden die meisten Kühe enthornt, was den Tieren grosse Schmerzen bereite, so die Initianten. Sie fordern Geld für Halter von behornten Kühen und Ziegen. Die Gegner warnen indes vor einem erhöhten Verletzungsrisiko für Mensch und Tier.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-hornkuh-initiative
171,20181102,* Sie sprechen durcheinander. *,1,«Abstimmungs-Arena»: Hornkuh-Initiative,"Mehr Kühe mit Hörnern – das will die Hornkuh-Initiative. Heute werden die meisten Kühe enthornt, was den Tieren grosse Schmerzen bereite, so die Initianten. Sie fordern Geld für Halter von behornten Kühen und Ziegen. Die Gegner warnen indes vor einem erhöhten Verletzungsrisiko für Mensch und Tier.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-hornkuh-initiative
172,20180126,* Lachen *,1,Trump vs. WEF!,"Donald Trump und das WEF – da treffen Welten aufeinander. Wer wird das Treffen in Davos stärker prägen? Wirtschaftsbosse und Staatschefs, die auf Freihandel und Globalisierung setzen – oder Donald Trump und sein «America first»?",https://www.srf.ch/sendungen/arena/trump-vs-wef
173,20181026,* Spannungsgeladene Klänge *,1,«Abstimmungs-Arena»: Überwachung Sozialversicherte,"Sollen Sozialversicherungen Detektive einsetzen können, um Missbrauch aufzudecken? Unter welchen Bedingungen und mit welchen Mitteln sollen Versicherte überwacht werden? Befürworter sagen, das neue Gesetz sei notwendig und verhältnismässig. Kritiker befürchten hingegen eine grenzenlose Überwachung.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-ueberwachung-sozialversicherte
174,20181109,* Spannungsgeladene Musik *,1,«Abstimmungs-Arena»: Selbstbestimmungs-Initiative,Die Abstimmung über die Selbstbestimmungs-Initiative (SBI) der SVP ist die wichtigste Abstimmung seit langem – darin sind Befürworter und Gegner einig. Doch ansonsten gehen die Meinungen weit auseinander. Rettet die SBI unsere Volksrechte? Oder gefährdet sie die Schweiz?,https://www.srf.ch/sendungen/arena/abstimmungs-arena-selbstbestimmungs-initiative
175,20160401,* Bedrohlicher Geigenton *,1,Angst vor dem Islam,Islamistisch motivierte Anschläge wie jüngst in Brüssel führen auch in der Schweiz zu Angst vor dem Islam. Wie gehen die Muslime damit um? Und: Was hat der Islam mit den IS-Selbstmordattentätern zu tun?,https://www.srf.ch/sendungen/arena/angst-vor-dem-islam
176,20180105,* Applaus *,1,No Billag - jetzt redet das Volk!,Braucht es Radio- und TV-Gebühren? Das ist die dominierende politische Frage im neuen Jahr. Nun greifen die Billag-Zahler in die Debatte ein – in der grossen «Publikumsarena» zu No Billag.,https://www.srf.ch/sendungen/arena/no-billag-jetzt-redet-das-volk
177,20160617,* Verhaltener Applaus *,1,Gut genug für den Schweizer Pass?,"Die Schweiz hat europaweit eines der strengsten Einbürgerungsregimes. Was erwarten wir von Ausländern, die eingebürgert werden wollen? Sind die Hürden zum Pass heute zu hoch? Oder bürgert die Schweiz Ausländer zu schnell und zu unkritisch ein?",https://www.srf.ch/sendungen/arena/gut-genug-fuer-den-schweizer-pass
178,20160902,* Spannungsgeladene Musik *,1,Abstimmungs-Arena: Initiative Grüne Wirtschaft,"Einen ökologischen Fussabdruck von einer Erde: Das fordert die Initiative «Grüne Wirtschaft». Und: Das Ziel soll bis 2050 erreicht sein. Zu schnell und zu viel, monieren die Gegner. Ausserdem leisteten die Wirtschaft und die Schweiz heute schon gute Arbeit in Sachen Umweltschutz.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-initiative-gruene-wirtschaft
179,20160909,* Sie sprechen durcheinander. *,1,Abstimmungs-Arena: Referendum Nachrichtendienstgesetz,"Telefongespräche abhören, Wanzen in Privaträumen installieren, Computer hacken mittels Trojanern: Soll der Nachrichtendienst des Bundes mehr Kompetenzen für die elektronische Überwachung bekommen? Gegen das neue Nachrichtendienst-Gesetz wurde das Referendum ergriffen.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-referendum-nachrichtendienstgesetz
180,20160909,* Spannungsgeladene Musik *,1,Abstimmungs-Arena: Referendum Nachrichtendienstgesetz,"Telefongespräche abhören, Wanzen in Privaträumen installieren, Computer hacken mittels Trojanern: Soll der Nachrichtendienst des Bundes mehr Kompetenzen für die elektronische Überwachung bekommen? Gegen das neue Nachrichtendienst-Gesetz wurde das Referendum ergriffen.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-referendum-nachrichtendienstgesetz
181,20160916,* Applaus *,1,Abstimmungs-Arena: Initiative AHV Plus,"Zehn Prozent mehr AHV-Rente, das fordert die Initiative AHV Plus. Ab 2018 soll jede Rentnerin und jeder Rentner das Recht auf diesen Zuschlag haben. Die Gegner warnen vor den finanziellen Folgen, da die Lage der AHV eh schon angespannt sei.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-initiative-ahv-plus
182,20160916,* Lachen *,1,Abstimmungs-Arena: Initiative AHV Plus,"Zehn Prozent mehr AHV-Rente, das fordert die Initiative AHV Plus. Ab 2018 soll jede Rentnerin und jeder Rentner das Recht auf diesen Zuschlag haben. Die Gegner warnen vor den finanziellen Folgen, da die Lage der AHV eh schon angespannt sei.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-initiative-ahv-plus
183,20160916,* Spannungsgeladene Musik *,1,Abstimmungs-Arena: Initiative AHV Plus,"Zehn Prozent mehr AHV-Rente, das fordert die Initiative AHV Plus. Ab 2018 soll jede Rentnerin und jeder Rentner das Recht auf diesen Zuschlag haben. Die Gegner warnen vor den finanziellen Folgen, da die Lage der AHV eh schon angespannt sei.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-initiative-ahv-plus
184,20160930,* Applaus *,1,Rentenreform 2020: Rettung oder Reinfall?,"Die Zukunft unserer Renten – darüber debattiert der Nationalrat heftig. Wird es künftig weniger Rente geben? Oder müssen allfällige Kürzungen anderswo kompensiert werden, damit Rentner auch weiterhin gleich viel im Portemonnaie haben wie bisher?",https://www.srf.ch/sendungen/arena/rentenreform-2020-rettung-oder-reinfall
185,20161007,* Spannungsgeladene Musik *,1,Krankes Gesundheitssystem?,"Wenn im Herbst Post der Krankenkasse ins Haus flattert, steigen meistens die Prämien: Dieses Mal um durchschnittlich 4.5 %. Das schmerzt im Portemonnaie. Warum zahlen wir jedes Jahr mehr für unsere Gesundheitsversorgung? Und wer ist Schuld daran?",https://www.srf.ch/sendungen/arena/krankes-gesundheitssystem
186,20161007,* Tilman Slembeck,1,Krankes Gesundheitssystem?,"Wenn im Herbst Post der Krankenkasse ins Haus flattert, steigen meistens die Prämien: Dieses Mal um durchschnittlich 4.5 %. Das schmerzt im Portemonnaie. Warum zahlen wir jedes Jahr mehr für unsere Gesundheitsversorgung? Und wer ist Schuld daran?",https://www.srf.ch/sendungen/arena/krankes-gesundheitssystem
187,20161007,sagt etwas Unverständliches. *,1,Krankes Gesundheitssystem?,"Wenn im Herbst Post der Krankenkasse ins Haus flattert, steigen meistens die Prämien: Dieses Mal um durchschnittlich 4.5 %. Das schmerzt im Portemonnaie. Warum zahlen wir jedes Jahr mehr für unsere Gesundheitsversorgung? Und wer ist Schuld daran?",https://www.srf.ch/sendungen/arena/krankes-gesundheitssystem
188,20161021,* Applaus *,1,Das heilige Land,Unter ihrem neuen Präsidenten Gerhard Pfister rückt die CVP scharf nach rechts – und will in der Schweiz christliche Werte verteidigen. Braucht unser Land diese Rückbesinnung auf das Christentum? Oder ist die Schweiz ebenso sehr ein jüdisches und ein muslimisches Land?,https://www.srf.ch/sendungen/arena/das-heilige-land
189,20161021,* Orgelmusik *,1,Das heilige Land,Unter ihrem neuen Präsidenten Gerhard Pfister rückt die CVP scharf nach rechts – und will in der Schweiz christliche Werte verteidigen. Braucht unser Land diese Rückbesinnung auf das Christentum? Oder ist die Schweiz ebenso sehr ein jüdisches und ein muslimisches Land?,https://www.srf.ch/sendungen/arena/das-heilige-land
190,20161028,* Lachen *,1,Abstimmungs-Arena: «Atomausstiegs-Initiative»,"Nach 45 Jahren Laufzeit müssen Kernkraftwerke vom Netz: Das fordern Befürworter der «Atomausstiegs-Initiative». Die ersten drei AKW sollen bereits 2017 abgeschaltet werden. Für die Gegner sind die Massnahmen zu überstürzt. Es sei nicht möglich, innerhalb eines Jahres die Kernenergie zu ersetzen.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-atomausstiegs-initiative
191,20161028,* Sirene *,1,Abstimmungs-Arena: «Atomausstiegs-Initiative»,"Nach 45 Jahren Laufzeit müssen Kernkraftwerke vom Netz: Das fordern Befürworter der «Atomausstiegs-Initiative». Die ersten drei AKW sollen bereits 2017 abgeschaltet werden. Für die Gegner sind die Massnahmen zu überstürzt. Es sei nicht möglich, innerhalb eines Jahres die Kernenergie zu ersetzen.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-atomausstiegs-initiative
192,20161028,* Vereinzelter Applaus *,1,Abstimmungs-Arena: «Atomausstiegs-Initiative»,"Nach 45 Jahren Laufzeit müssen Kernkraftwerke vom Netz: Das fordern Befürworter der «Atomausstiegs-Initiative». Die ersten drei AKW sollen bereits 2017 abgeschaltet werden. Für die Gegner sind die Massnahmen zu überstürzt. Es sei nicht möglich, innerhalb eines Jahres die Kernenergie zu ersetzen.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-atomausstiegs-initiative
193,20160826,* Spannungsgeladene Musik *,1,Arena: An der Südgrenze,"Sie sitzen seit Wochen in Como fest. Sie sind gestrandet an der Schweizer Grenze. Und hoffen noch immer auf die Reise in den Norden. Wie geht die Schweiz mit den Flüchtlingen um? Stimmen die Vorwürfe, dass die Südgrenze kaum mehr passierbar ist? Und was sind die Anliegen des Tessins?",https://www.srf.ch/sendungen/arena/arena-an-der-suedgrenze
194,20160617,* Vereinzelter Applaus *,1,Gut genug für den Schweizer Pass?,"Die Schweiz hat europaweit eines der strengsten Einbürgerungsregimes. Was erwarten wir von Ausländern, die eingebürgert werden wollen? Sind die Hürden zum Pass heute zu hoch? Oder bürgert die Schweiz Ausländer zu schnell und zu unkritisch ein?",https://www.srf.ch/sendungen/arena/gut-genug-fuer-den-schweizer-pass
195,20171215,* Applaus *,1,Schnüffeln im Sozialstaat?,"Die Überwachung von IV-Bezügern soll erlaubt werden. Sind Detektive mit Kamera und GPS-Tracker ein wichtiges Mittel, um Missbrauch aufzudecken – oder werden hier ehrliche Bürger schikaniert und ausspioniert? Sind unsere Sozialwerke ein wichtiges Sicherheitsnetz oder eine allzu gemütliche Hängematte?",https://www.srf.ch/sendungen/arena/schnueffeln-im-sozialstaat
196,20160617,* Schweizer Nationalhymne *,1,Gut genug für den Schweizer Pass?,"Die Schweiz hat europaweit eines der strengsten Einbürgerungsregimes. Was erwarten wir von Ausländern, die eingebürgert werden wollen? Sind die Hürden zum Pass heute zu hoch? Oder bürgert die Schweiz Ausländer zu schnell und zu unkritisch ein?",https://www.srf.ch/sendungen/arena/gut-genug-fuer-den-schweizer-pass
197,20160401,* Fröhliche türkische Musik *,1,Angst vor dem Islam,Islamistisch motivierte Anschläge wie jüngst in Brüssel führen auch in der Schweiz zu Angst vor dem Islam. Wie gehen die Muslime damit um? Und: Was hat der Islam mit den IS-Selbstmordattentätern zu tun?,https://www.srf.ch/sendungen/arena/angst-vor-dem-islam
198,20160401,* Klingeln *,1,Angst vor dem Islam,Islamistisch motivierte Anschläge wie jüngst in Brüssel führen auch in der Schweiz zu Angst vor dem Islam. Wie gehen die Muslime damit um? Und: Was hat der Islam mit den IS-Selbstmordattentätern zu tun?,https://www.srf.ch/sendungen/arena/angst-vor-dem-islam
199,20160401,* Lachen *,1,Angst vor dem Islam,Islamistisch motivierte Anschläge wie jüngst in Brüssel führen auch in der Schweiz zu Angst vor dem Islam. Wie gehen die Muslime damit um? Und: Was hat der Islam mit den IS-Selbstmordattentätern zu tun?,https://www.srf.ch/sendungen/arena/angst-vor-dem-islam
200,20160401,* Muezzinruf *,1,Angst vor dem Islam,Islamistisch motivierte Anschläge wie jüngst in Brüssel führen auch in der Schweiz zu Angst vor dem Islam. Wie gehen die Muslime damit um? Und: Was hat der Islam mit den IS-Selbstmordattentätern zu tun?,https://www.srf.ch/sendungen/arena/angst-vor-dem-islam
201,20160415,* Lachen *,1,Der Notfallplan - müssen wir uns gegen die Flüchtlinge wehren?,"Die Balkanroute ist zu, die Flüchtlingsroute übers Mittelmeer nach Italien rückt wieder in den Fokus. Österreich schliesst die Grenze – und Frankreich könnte erneut dasselbe tun. Übrig bleibt als Ziel: die Schweiz. Was erwartet uns diesen Sommer?",https://www.srf.ch/sendungen/arena/der-notfallplan-muessen-wir-uns-gegen-die-fluechtlinge-wehren
202,20160429,* Spannungsgeladene Musik *,1,Abstimmungs-Arena: Änderung Fortpflanzungsmedizin,"Darf man Embryonen, die im Reagenzglas entstehen, auf Krankheiten untersuchen? Im Grundsatz hat das Stimmvolk der PID im Juni 2015 zugestimmt. Das neue Fortpflanzungsmedizin-Gesetz geht nun aber vielen zu weit: Sie wollen, dass die PID nur Paaren mit schweren Erbkrankheiten offen steht.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-aenderung-fortpflanzungsmedizin-2
203,20160506,* Applaus *,1,Abstimmungs-Arena: Milchkuh-Initiative,"Mehr Geld für die Strasse – das will die sogenannte «Milchkuh-Initiative». Das führe zu weniger Stau und flüssigerem Verkehr, sagen die Befürworter. Das stimmt nicht, sagen die Gegner: Mehr Strassen führe lediglich zu noch mehr Verkehr – und ausserdem drohe bei einem Ja ein Loch in der Bundeskasse.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-milchkuh-initiative
204,20160506,* Filippo Lombardi ruft,1,Abstimmungs-Arena: Milchkuh-Initiative,"Mehr Geld für die Strasse – das will die sogenannte «Milchkuh-Initiative». Das führe zu weniger Stau und flüssigerem Verkehr, sagen die Befürworter. Das stimmt nicht, sagen die Gegner: Mehr Strassen führe lediglich zu noch mehr Verkehr – und ausserdem drohe bei einem Ja ein Loch in der Bundeskasse.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-milchkuh-initiative
205,20160506,etwas Unverständliches. *,1,Abstimmungs-Arena: Milchkuh-Initiative,"Mehr Geld für die Strasse – das will die sogenannte «Milchkuh-Initiative». Das führe zu weniger Stau und flüssigerem Verkehr, sagen die Befürworter. Das stimmt nicht, sagen die Gegner: Mehr Strassen führe lediglich zu noch mehr Verkehr – und ausserdem drohe bei einem Ja ein Loch in der Bundeskasse.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-milchkuh-initiative
206,20160513,* Ausruf von Mitleid *,1,Abstimmungs-Arena: Service-Public-Initiative,"Managerlöhne bei Post, SBB und Swisscom sollen gekürzt werden. Dies fordert die Service-Public-Initiative. Ausserdem dürften die bundesnahen Betriebe im Bereich der Grundversorgung keinen Gewinn mehr machen. Würde dies den Service public stärken – oder ruinieren?",https://www.srf.ch/sendungen/arena/abstimmungs-arena-service-public-initiative
